order_id,customer_id,order_date,ship_date,ship_mode,region_id,order_status
ORD000365,CUST03645,2023-10-30,2023-10-31,Second Class,2,Delivered
ORD000366,CUST06799,2024-08-20,2024-08-25,Standard Class,6,Cancelled
ORD000367,CUST07411,2024-07-08,2024-07-12,Same Day,2,Delivered
ORD000368,CUST00547,2022-10-04,2022-10-11,Second Class,1,Delivered
ORD000369,CUST05237,2024-12-22,2024-12-26,Same Day,5,Delivered
ORD000370,CUST03043,2024-01-03,2024-01-08,Second Class,1,Delivered
ORD000371,CUST06195,2024-05-05,2024-05-06,Same Day,8,Cancelled
ORD000372,CUST02782,2022-08-15,2022-08-20,First Class,10,Cancelled
ORD000373,CUST05303,2022-12-25,2022-12-29,First Class,8,Delivered
ORD000374,CUST04618,2023-01-23,2023-01-27,Same Day,8,Delivered
ORD000375,CUST05066,2024-01-15,2024-01-16,First Class,4,Cancelled
ORD000376,CUST02912,2023-12-31,2024-01-07,First Class,8,Delivered
ORD000377,CUST08491,2023-09-01,2023-09-07,Second Class,6,Delivered
ORD000378,CUST09889,2024-05-08,2024-05-14,Standard Class,2,Delivered
ORD000379,CUST01688,2022-08-02,2022-08-09,Standard Class,6,Cancelled
ORD000380,CUST03805,2024-09-02,2024-09-04,First Class,2,Delivered
ORD000381,CUST04700,2024-07-30,2024-08-03,Same Day,8,Delivered
ORD000382,CUST06779,2024-01-25,2024-01-26,Standard Class,10,Delivered
ORD000383,CUST03433,2024-10-29,2024-11-04,Standard Class,10,Delivered
ORD000384,CUST05303,2023-06-15,2023-06-19,Standard Class,3,Cancelled
ORD000385,CUST07018,2023-10-18,2023-10-23,Standard Class,4,Delivered
ORD000386,CUST03322,2023-12-06,2023-12-10,Second Class,4,Delivered
ORD000387,CUST05892,2023-05-16,2023-05-19,Second Class,5,Delivered
ORD000388,CUST05555,2024-07-14,2024-07-15,Standard Class,6,Delivered
ORD000389,CUST08692,2024-08-21,2024-08-28,Second Class,7,Delivered
ORD000390,CUST03319,2022-01-16,2022-01-23,Second Class,5,Delivered
ORD000391,CUST06186,2024-08-08,2024-08-09,Standard Class,9,Cancelled
ORD000392,CUST08377,2022-11-26,2022-12-02,Same Day,10,Cancelled
ORD000393,CUST06848,2023-05-29,2023-06-02,Second Class,4,Cancelled
ORD000394,CUST09118,2022-02-20,2022-02-22,First Class,5,Cancelled
ORD000395,CUST03038,2024-06-28,2024-07-05,Same Day,9,Delivered
ORD000396,CUST02540,2023-01-23,2023-01-24,Second Class,10,Delivered
ORD000397,CUST02879,2022-07-04,2022-07-11,Second Class,3,Delivered
ORD000398,CUST05711,2024-03-13,2024-03-15,Second Class,10,Delivered
ORD000399,CUST05907,2022-07-14,2022-07-19,First Class,6,Delivered
ORD000400,CUST08834,2023-07-24,2023-07-25,Second Class,6,Delivered
ORD000401,CUST00059,2022-06-25,2022-06-28,Standard Class,4,Delivered
ORD000402,CUST00459,2024-04-03,2024-04-05,Second Class,3,Delivered
ORD000403,CUST03126,2024-06-01,2024-06-05,First Class,5,Delivered
ORD000404,CUST09496,2023-09-24,2023-09-28,Same Day,6,Cancelled
ORD000405,CUST08254,2022-07-25,2022-07-29,Same Day,3,Delivered
ORD000406,CUST06008,2023-02-03,2023-02-05,Standard Class,9,Cancelled
ORD000407,CUST08846,2022-12-20,2022-12-27,Same Day,9,Delivered
ORD000408,CUST03446,2024-03-01,2024-03-04,First Class,8,Cancelled
ORD000409,CUST08583,2022-04-14,2022-04-20,Second Class,4,Delivered
ORD000410,CUST05923,2022-12-15,2022-12-22,Same Day,3,Delivered
ORD000411,CUST03498,2024-03-20,2024-03-24,Same Day,4,Delivered
ORD000412,CUST04000,2024-03-23,2024-03-25,Standard Class,9,Delivered
ORD000413,CUST01690,2024-03-04,2024-03-05,Same Day,3,Cancelled
ORD000414,CUST00234,2022-11-08,2022-11-13,Second Class,4,Cancelled
ORD000415,CUST00805,2023-10-01,2023-10-06,First Class,8,Delivered
ORD000416,CUST01480,2022-06-15,2022-06-21,Same Day,4,Delivered
ORD000417,CUST00567,2023-04-01,2023-04-08,Second Class,2,Delivered
ORD000418,CUST06752,2022-07-20,2022-07-24,Second Class,7,Cancelled
ORD000419,CUST02355,2023-01-02,2023-01-09,First Class,6,Delivered
ORD000420,CUST04754,2023-09-19,2023-09-20,Standard Class,9,Delivered
ORD000421,CUST06200,2024-07-18,2024-07-23,Second Class,3,Delivered
ORD000422,CUST01706,2022-06-05,2022-06-12,Standard Class,9,Delivered
ORD000423,CUST01308,2024-12-15,2024-12-19,Standard Class,7,Cancelled
ORD000424,CUST00986,2022-03-31,2022-04-06,Second Class,7,Delivered
ORD000425,CUST09686,2023-08-30,2023-09-03,Standard Class,2,Cancelled
ORD000426,CUST05497,2023-06-21,2023-06-26,Second Class,9,Delivered
ORD000427,CUST02198,2024-02-17,2024-02-24,First Class,5,Delivered
ORD000428,CUST06372,2022-02-18,2022-02-22,Same Day,9,Delivered
ORD000429,CUST03619,2023-10-17,2023-10-21,Second Class,2,Cancelled
ORD000430,CUST02912,2023-12-17,2023-12-18,First Class,3,Delivered
ORD000431,CUST03196,2024-12-10,2024-12-15,First Class,5,Delivered
ORD000432,CUST01250,2022-01-29,2022-02-02,Standard Class,1,Cancelled
ORD000433,CUST08452,2022-12-18,2022-12-23,First Class,1,Delivered
ORD000434,CUST00419,2023-05-15,2023-05-21,First Class,1,Cancelled
ORD000435,CUST01545,2024-06-07,2024-06-11,First Class,9,Delivered
ORD000436,CUST03264,2023-04-25,2023-04-27,Standard Class,8,Delivered
ORD000437,CUST09420,2023-06-06,2023-06-10,First Class,6,Delivered
ORD000438,CUST09223,2022-05-16,2022-05-18,Second Class,5,Delivered
ORD000439,CUST02948,2022-11-17,2022-11-18,Standard Class,6,Delivered
ORD000440,CUST09610,2022-04-08,2022-04-13,First Class,3,Delivered
ORD000441,CUST06431,2024-06-21,2024-06-28,Standard Class,2,Delivered
ORD000442,CUST07047,2024-05-04,2024-05-09,Second Class,6,Delivered
ORD000443,CUST00935,2023-11-02,2023-11-09,Same Day,4,Delivered
ORD000444,CUST09833,2023-07-25,2023-07-31,Standard Class,4,Delivered
ORD000445,CUST04048,2023-05-04,2023-05-05,Second Class,6,Delivered
ORD000446,CUST04106,2022-12-11,2022-12-15,Same Day,3,Delivered
ORD000447,CUST04616,2023-04-17,2023-04-22,First Class,1,Delivered
ORD000448,CUST06439,2024-09-13,2024-09-19,First Class,5,Delivered
ORD000449,CUST09211,2023-06-29,2023-07-01,First Class,9,Delivered
ORD000450,CUST00431,2023-01-27,2023-01-29,Same Day,5,Delivered
ORD000451,CUST06742,2023-08-12,2023-08-17,Second Class,3,Delivered
ORD000452,CUST00334,2024-11-21,2024-11-24,First Class,1,Delivered
ORD000453,CUST08120,2024-11-12,2024-11-19,Standard Class,6,Delivered
ORD000454,CUST09128,2023-10-08,2023-10-09,Second Class,4,Cancelled
ORD000455,CUST01717,2024-09-26,2024-09-28,Standard Class,10,Delivered
ORD000456,CUST04734,2024-09-16,2024-09-19,First Class,8,Delivered
ORD000457,CUST01176,2022-08-08,2022-08-14,Same Day,2,Cancelled
ORD000458,CUST00162,2023-05-30,2023-06-06,Standard Class,4,Delivered
ORD000459,CUST08649,2024-01-01,2024-01-05,First Class,9,Cancelled
ORD000460,CUST07976,2023-11-06,2023-11-12,Second Class,8,Delivered
ORD000461,CUST06200,2023-07-24,2023-07-29,Same Day,7,Delivered
ORD000462,CUST03591,2024-06-25,2024-06-27,Same Day,7,Delivered
ORD000463,CUST07700,2023-08-22,2023-08-29,First Class,2,Delivered
ORD000464,CUST01731,2022-01-14,2022-01-19,Standard Class,4,Cancelled
ORD000465,CUST03453,2024-11-24,2024-11-29,Second Class,6,Delivered
ORD000466,CUST09595,2024-12-28,2025-01-03,First Class,1,Delivered
ORD000467,CUST04048,2023-03-19,2023-03-24,First Class,2,Cancelled
ORD000468,CUST06487,2022-02-07,2022-02-09,First Class,8,Cancelled
ORD000469,CUST07055,2024-02-04,2024-02-06,Same Day,9,Delivered
ORD000470,CUST01617,2022-04-16,2022-04-18,Same Day,4,Cancelled
ORD000471,CUST01139,2024-08-20,2024-08-25,Same Day,6,Delivered
ORD000472,CUST09069,2023-06-20,2023-06-27,Standard Class,4,Delivered
ORD000473,CUST06316,2023-05-15,2023-05-19,First Class,3,Delivered
ORD000474,CUST03428,2023-03-27,2023-03-28,First Class,4,Delivered
ORD000475,CUST06507,2022-10-05,2022-10-11,Standard Class,9,Delivered
ORD000476,CUST09832,2023-01-21,2023-01-23,Same Day,4,Delivered
ORD000477,CUST01378,2022-03-03,2022-03-04,First Class,10,Cancelled
ORD000478,CUST05392,2023-09-16,2023-09-20,First Class,8,Delivered
ORD000479,CUST07590,2024-07-09,2024-07-16,Standard Class,5,Delivered
ORD000480,CUST08750,2024-05-04,2024-05-08,Standard Class,10,Delivered
ORD000481,CUST06380,2024-01-17,2024-01-24,First Class,10,Cancelled
ORD000482,CUST09988,2024-07-12,2024-07-14,Same Day,2,Delivered
ORD000483,CUST04110,2023-02-15,2023-02-22,Standard Class,6,Cancelled
ORD000484,CUST08871,2023-02-26,2023-03-02,Standard Class,1,Delivered
ORD000485,CUST01795,2023-08-24,2023-08-31,Same Day,6,Cancelled
ORD000486,CUST00520,2023-07-24,2023-07-26,Same Day,3,Delivered
ORD000487,CUST08295,2024-10-26,2024-11-01,Same Day,8,Delivered
ORD000488,CUST09637,2024-05-19,2024-05-24,Standard Class,7,Delivered
ORD000489,CUST02967,2024-11-02,2024-11-06,Second Class,7,Delivered
ORD000490,CUST01150,2023-09-24,2023-10-01,Standard Class,1,Delivered
ORD000491,CUST09109,2023-11-11,2023-11-15,Same Day,8,Delivered
ORD000492,CUST05369,2022-10-25,2022-10-29,Same Day,3,Delivered
ORD000493,CUST09615,2022-10-22,2022-10-29,Standard Class,3,Cancelled
ORD000494,CUST06014,2024-12-29,2025-01-03,Second Class,5,Delivered
ORD000495,CUST08681,2024-04-08,2024-04-09,First Class,2,Delivered
ORD000496,CUST03168,2023-11-17,2023-11-20,Same Day,4,Delivered
ORD000497,CUST07467,2023-07-24,2023-07-26,Same Day,4,Delivered
ORD000498,CUST06037,2024-12-20,2024-12-23,Same Day,8,Delivered
ORD000499,CUST02020,2024-10-06,2024-10-13,Same Day,10,Delivered
ORD000500,CUST01565,2023-06-07,2023-06-12,First Class,5,Delivered
ORD000501,CUST04453,2022-01-10,2022-01-11,Standard Class,8,Delivered
ORD000502,CUST02442,2024-04-20,2024-04-21,Second Class,2,Delivered
ORD000503,CUST00662,2024-05-15,2024-05-18,Same Day,10,Cancelled
ORD000504,CUST06736,2022-11-22,2022-11-27,Second Class,3,Delivered
ORD000505,CUST07430,2023-09-18,2023-09-20,Second Class,5,Delivered
ORD000506,CUST09818,2024-09-21,2024-09-26,Second Class,6,Delivered
ORD000507,CUST03194,2024-09-10,2024-09-16,Same Day,7,Delivered
ORD000508,CUST06001,2023-07-19,2023-07-23,Same Day,9,Delivered
ORD000509,CUST00981,2024-09-18,2024-09-19,First Class,4,Delivered
ORD000510,CUST09669,2023-12-28,2024-01-03,Standard Class,7,Cancelled
ORD000511,CUST09147,2024-07-30,2024-07-31,First Class,4,Cancelled
ORD000512,CUST01751,2022-01-05,2022-01-12,Same Day,5,Delivered
ORD000513,CUST01004,2022-02-11,2022-02-14,Second Class,6,Cancelled
ORD000514,CUST04809,2022-05-01,2022-05-02,Standard Class,4,Delivered
ORD000515,CUST06502,2024-04-17,2024-04-23,Same Day,8,Delivered
ORD000516,CUST00010,2022-10-30,2022-11-03,Same Day,2,Delivered
ORD000517,CUST07680,2024-07-06,2024-07-11,Standard Class,8,Cancelled
ORD000518,CUST05338,2023-03-13,2023-03-19,Standard Class,7,Delivered
ORD000519,CUST07513,2023-01-01,2023-01-07,Second Class,10,Delivered
ORD000520,CUST08385,2023-08-26,2023-08-28,Standard Class,8,Cancelled
ORD000521,CUST02220,2024-08-03,2024-08-07,Second Class,8,Delivered
ORD000522,CUST05698,2022-10-22,2022-10-28,First Class,4,Delivered
ORD000523,CUST03804,2024-03-22,2024-03-28,Standard Class,6,Delivered
ORD000524,CUST07906,2024-05-12,2024-05-15,Second Class,6,Cancelled
ORD000525,CUST04633,2022-04-21,2022-04-28,Same Day,8,Delivered
ORD000526,CUST03346,2022-04-02,2022-04-08,Same Day,10,Delivered
ORD000527,CUST01762,2024-03-11,2024-03-17,First Class,6,Delivered
ORD000528,CUST01060,2023-01-14,2023-01-18,Second Class,5,Delivered
ORD000529,CUST01534,2024-08-23,2024-08-25,Second Class,3,Delivered
ORD000530,CUST07194,2024-06-03,2024-06-07,Same Day,7,Delivered
ORD000531,CUST00070,2023-08-10,2023-08-16,First Class,4,Delivered
ORD000532,CUST01867,2023-07-23,2023-07-25,Same Day,10,Delivered
ORD000533,CUST03665,2023-03-30,2023-04-02,Second Class,9,Cancelled
ORD000534,CUST09014,2022-05-31,2022-06-04,Standard Class,6,Delivered
ORD000535,CUST00525,2023-05-07,2023-05-12,First Class,8,Delivered
ORD000536,CUST03664,2023-01-18,2023-01-19,Same Day,8,Cancelled
ORD000537,CUST05444,2023-08-31,2023-09-03,First Class,3,Cancelled
ORD000538,CUST01953,2022-08-14,2022-08-17,Standard Class,8,Delivered
ORD000539,CUST05987,2023-12-14,2023-12-20,Same Day,1,Delivered
ORD000540,CUST06120,2022-11-17,2022-11-22,Standard Class,9,Cancelled
ORD000541,CUST04374,2024-12-24,2024-12-28,First Class,2,Delivered
ORD000542,CUST09613,2023-01-27,2023-01-30,Same Day,3,Delivered
ORD000543,CUST02466,2024-03-24,2024-03-29,Same Day,4,Delivered
ORD000544,CUST00574,2024-06-01,2024-06-02,Same Day,3,Delivered
ORD000545,CUST06000,2023-12-10,2023-12-11,Standard Class,8,Cancelled
ORD000546,CUST09586,2024-01-14,2024-01-15,Second Class,8,Delivered
ORD000547,CUST01097,2023-11-17,2023-11-19,Second Class,8,Delivered
ORD000548,CUST04116,2023-07-02,2023-07-09,First Class,9,Delivered
ORD000549,CUST08070,2022-05-16,2022-05-21,Same Day,3,Delivered
ORD000550,CUST06831,2023-02-09,2023-02-12,Standard Class,7,Delivered
ORD000551,CUST05241,2024-02-11,2024-02-12,Second Class,7,Delivered
ORD000552,CUST02313,2023-05-24,2023-05-26,Second Class,5,Cancelled
ORD000553,CUST08357,2022-03-22,2022-03-28,Standard Class,1,Delivered
ORD000554,CUST01772,2023-07-07,2023-07-12,Second Class,10,Cancelled
ORD000555,CUST09149,2022-05-29,2022-06-03,First Class,1,Delivered
ORD000556,CUST04949,2023-05-20,2023-05-24,Standard Class,3,Cancelled
ORD000557,CUST07988,2024-11-21,2024-11-22,Second Class,1,Delivered
ORD000558,CUST00297,2024-12-03,2024-12-10,First Class,9,Delivered
ORD000559,CUST08321,2023-11-07,2023-11-14,Standard Class,9,Delivered
ORD000560,CUST03156,2023-07-03,2023-07-04,Second Class,5,Delivered
ORD000561,CUST09059,2023-11-28,2023-11-29,Standard Class,1,Delivered
ORD000562,CUST03627,2024-02-11,2024-02-17,First Class,9,Cancelled
ORD000563,CUST03021,2022-03-19,2022-03-25,Standard Class,4,Delivered
ORD000564,CUST06797,2022-07-19,2022-07-23,First Class,7,Delivered
ORD000565,CUST01231,2022-10-08,2022-10-14,Second Class,5,Cancelled
ORD000566,CUST06915,2024-07-06,2024-07-13,First Class,3,Delivered
ORD000567,CUST05681,2022-11-02,2022-11-08,Second Class,7,Delivered
ORD000568,CUST04383,2022-04-16,2022-04-20,First Class,10,Delivered
ORD000569,CUST02821,2022-06-03,2022-06-10,Same Day,1,Delivered
ORD000570,CUST03672,2022-01-01,2022-01-03,Standard Class,5,Cancelled
ORD000571,CUST05800,2024-01-27,2024-01-31,Same Day,2,Cancelled
ORD000572,CUST08045,2024-03-11,2024-03-14,Standard Class,4,Delivered
ORD000573,CUST05659,2023-08-08,2023-08-13,Standard Class,5,Delivered
ORD000574,CUST06490,2024-10-23,2024-10-28,First Class,2,Cancelled
ORD000575,CUST00647,2023-07-09,2023-07-12,Same Day,3,Delivered
ORD000576,CUST02133,2023-01-25,2023-02-01,Second Class,4,Delivered
ORD000577,CUST04444,2024-08-24,2024-08-26,Same Day,7,Delivered
ORD000578,CUST06771,2022-07-12,2022-07-14,Standard Class,4,Delivered
ORD000579,CUST04118,2024-01-14,2024-01-18,First Class,9,Cancelled
ORD000580,CUST00219,2022-08-31,2022-09-05,First Class,9,Delivered
ORD000581,CUST00593,2023-05-18,2023-05-21,Second Class,6,Delivered
ORD000582,CUST02307,2023-07-26,2023-08-02,Same Day,9,Delivered
ORD000583,CUST09659,2024-11-10,2024-11-11,Second Class,1,Cancelled
ORD000584,CUST06241,2024-02-24,2024-02-27,Second Class,3,Delivered
ORD000585,CUST02328,2024-04-29,2024-05-06,Same Day,7,Delivered
ORD000586,CUST06789,2022-10-12,2022-10-14,Second Class,2,Delivered
ORD000587,CUST03780,2024-08-20,2024-08-23,First Class,2,Delivered
ORD000588,CUST07706,2023-12-07,2023-12-10,Standard Class,3,Delivered
ORD000589,CUST01441,2024-11-18,2024-11-19,Same Day,8,Delivered
ORD000590,CUST02130,2022-02-24,2022-02-28,First Class,6,Delivered
ORD000591,CUST06334,2022-10-01,2022-10-07,First Class,5,Cancelled
ORD000592,CUST05977,2023-04-03,2023-04-10,Second Class,5,Delivered
ORD000593,CUST04043,2023-08-01,2023-08-07,Standard Class,1,Delivered
ORD000594,CUST02027,2023-01-17,2023-01-19,Same Day,7,Cancelled
ORD000595,CUST06915,2022-04-13,2022-04-17,Same Day,5,Cancelled
ORD000596,CUST02225,2024-09-14,2024-09-20,Standard Class,2,Delivered
ORD000597,CUST00026,2022-05-06,2022-05-09,Second Class,9,Delivered
ORD000598,CUST07673,2023-05-21,2023-05-27,Second Class,7,Delivered
ORD000599,CUST08950,2022-06-23,2022-06-29,Same Day,8,Cancelled
ORD000600,CUST03633,2023-12-10,2023-12-16,Second Class,5,Delivered
ORD000601,CUST03470,2022-09-30,2022-10-03,Second Class,10,Delivered
ORD000602,CUST02100,2022-10-02,2022-10-05,First Class,8,Cancelled
ORD000603,CUST02974,2024-07-12,2024-07-19,Same Day,8,Delivered
ORD000604,CUST05556,2024-01-12,2024-01-16,Standard Class,3,Delivered
ORD000605,CUST05641,2024-12-03,2024-12-08,Second Class,2,Delivered
ORD000606,CUST05063,2023-08-01,2023-08-06,Same Day,1,Delivered
ORD000607,CUST08704,2024-02-15,2024-02-17,Second Class,10,Cancelled
ORD000608,CUST08881,2024-12-30,2025-01-03,First Class,3,Delivered
ORD000609,CUST05427,2023-08-08,2023-08-12,Second Class,6,Delivered
ORD000610,CUST07780,2024-07-04,2024-07-11,Standard Class,7,Delivered
ORD000611,CUST05577,2022-12-30,2023-01-04,Second Class,3,Delivered
ORD000612,CUST05088,2022-11-04,2022-11-07,Same Day,2,Cancelled
ORD000613,CUST04749,2024-08-29,2024-09-03,Same Day,8,Cancelled
ORD000614,CUST01119,2024-12-11,2024-12-17,Same Day,4,Cancelled
ORD000615,CUST03684,2022-06-10,2022-06-17,First Class,10,Delivered
ORD000616,CUST09598,2023-11-03,2023-11-10,Second Class,2,Delivered
ORD000617,CUST07180,2023-11-18,2023-11-24,Second Class,4,Delivered
ORD000618,CUST04601,2022-04-16,2022-04-17,Same Day,4,Cancelled
ORD000619,CUST06923,2024-09-25,2024-09-30,Second Class,7,Delivered
ORD000620,CUST09559,2024-10-31,2024-11-07,Same Day,6,Delivered
ORD000621,CUST07615,2024-10-07,2024-10-13,Standard Class,8,Delivered
ORD000622,CUST00721,2022-10-04,2022-10-05,Standard Class,1,Delivered
ORD000623,CUST04187,2022-07-19,2022-07-25,Second Class,9,Cancelled
ORD000624,CUST00946,2024-05-02,2024-05-07,Same Day,3,Delivered
ORD000625,CUST08003,2022-06-25,2022-06-28,First Class,10,Delivered
ORD000626,CUST09547,2022-08-09,2022-08-12,Standard Class,10,Cancelled
ORD000627,CUST00230,2024-06-30,2024-07-01,Standard Class,1,Delivered
ORD000628,CUST07926,2023-12-25,2023-12-30,Second Class,5,Delivered
ORD000629,CUST04801,2022-12-24,2022-12-28,Same Day,7,Delivered
ORD000630,CUST04873,2022-09-21,2022-09-26,Second Class,1,Delivered
ORD000631,CUST02037,2022-08-24,2022-08-28,Same Day,3,Delivered
ORD000632,CUST03558,2022-05-11,2022-05-13,First Class,4,Delivered
ORD000633,CUST07079,2023-11-02,2023-11-04,Same Day,6,Cancelled
ORD000634,CUST07280,2024-09-18,2024-09-22,Second Class,5,Delivered
ORD000635,CUST05486,2024-03-05,2024-03-12,Same Day,6,Delivered
ORD000636,CUST01141,2023-02-28,2023-03-06,Standard Class,5,Cancelled
ORD000637,CUST00017,2022-07-08,2022-07-11,Same Day,8,Delivered
ORD000638,CUST08356,2023-01-09,2023-01-16,Standard Class,7,Delivered
ORD000639,CUST04329,2022-03-14,2022-03-18,Same Day,7,Cancelled
ORD000640,CUST04473,2024-10-15,2024-10-22,Same Day,3,Delivered
ORD000641,CUST02790,2024-07-29,2024-07-30,First Class,4,Delivered
ORD000642,CUST08200,2024-03-09,2024-03-13,Second Class,1,Delivered
ORD000643,CUST03232,2022-11-11,2022-11-14,Same Day,10,Delivered
ORD000644,CUST05340,2022-10-23,2022-10-26,Same Day,7,Cancelled
ORD000645,CUST00173,2023-02-28,2023-03-03,Same Day,9,Delivered
ORD000646,CUST08180,2022-04-24,2022-04-30,Second Class,9,Delivered
ORD000647,CUST07558,2023-09-02,2023-09-09,Same Day,5,Cancelled
ORD000648,CUST06208,2022-05-28,2022-05-30,Standard Class,5,Delivered
ORD000649,CUST03876,2024-04-09,2024-04-15,Standard Class,10,Cancelled
ORD000650,CUST07232,2022-12-27,2023-01-03,First Class,7,Delivered
ORD000651,CUST09505,2023-06-08,2023-06-10,Standard Class,10,Delivered
ORD000652,CUST09915,2022-05-11,2022-05-17,First Class,7,Cancelled
ORD000653,CUST01011,2023-03-22,2023-03-23,Same Day,4,Cancelled
ORD000654,CUST01936,2022-10-25,2022-10-31,Standard Class,6,Delivered
ORD000655,CUST00926,2024-03-07,2024-03-10,Same Day,9,Cancelled
ORD000656,CUST04923,2022-04-24,2022-05-01,Standard Class,2,Delivered
ORD000657,CUST03202,2024-01-16,2024-01-23,Same Day,4,Cancelled
ORD000658,CUST07910,2024-01-18,2024-01-20,Second Class,10,Delivered
ORD000659,CUST07550,2024-03-14,2024-03-18,Same Day,1,Delivered
ORD000660,CUST08468,2024-01-09,2024-01-12,Standard Class,8,Delivered
ORD000661,CUST09631,2023-01-09,2023-01-15,Same Day,10,Delivered
ORD000662,CUST08997,2023-10-29,2023-11-01,Second Class,8,Delivered
ORD000663,CUST02086,2022-04-12,2022-04-18,Second Class,4,Delivered
ORD000664,CUST06408,2023-03-11,2023-03-13,Second Class,8,Delivered
ORD000665,CUST02566,2024-05-11,2024-05-12,Standard Class,4,Cancelled
ORD000666,CUST05894,2023-08-12,2023-08-13,Same Day,8,Delivered
ORD000667,CUST09954,2022-10-05,2022-10-11,Standard Class,9,Delivered
ORD000668,CUST06135,2022-12-20,2022-12-26,Standard Class,10,Delivered
ORD000669,CUST01393,2024-04-27,2024-05-04,Same Day,7,Delivered
ORD000670,CUST09831,2023-11-20,2023-11-25,Second Class,3,Delivered
ORD000671,CUST02125,2024-01-25,2024-01-28,First Class,9,Cancelled
ORD000672,CUST07163,2022-02-22,2022-03-01,Second Class,1,Delivered
ORD000673,CUST02906,2022-10-30,2022-11-04,Second Class,4,Delivered
ORD000674,CUST07190,2022-10-22,2022-10-27,Same Day,2,Delivered
ORD000675,CUST09808,2023-02-02,2023-02-05,Same Day,5,Cancelled
ORD000676,CUST08623,2022-11-17,2022-11-21,First Class,8,Delivered
ORD000677,CUST05898,2024-04-24,2024-04-27,First Class,1,Cancelled
ORD000678,CUST04021,2022-11-06,2022-11-11,Standard Class,1,Delivered
